experiment_id,Ar,theta,phi
654,0.304502,-0.7954976,-1.0438396
655,0.67271006,-0.94600177,-1.0439408
656,1.0856771,-1.0667584,-1.0437815
657,1.5308871,-1.1643982,-1.0440164
658,1.2766691,1.291489,-1.0734297
659,0.7927889,1.2038975,-1.0735542
660,0.33392823,1.0904074,-1.0734278
661,-0.086920016,0.94121706,-1.0731704
662,-0.45038626,0.7433284,-1.0732174
663,-0.72799265,0.48607486,-1.0730022
664,-0.88386816,0.17170833,-1.0728861
665,-0.886437,-0.16749032,-1.0729096
666,-0.7387261,-0.48262736,-1.073165
667,-0.46872994,-0.74154073,-1.0730056
668,-0.110588774,-0.9411018,-1.0731013
669,0.30564493,-1.0922339,-1.073292
670,0.7602931,-1.2073905,-1.0733557
671,1.2409638,-1.2960423,-1.0731952
672,1.5739,1.4934407,-1.1250418
673,1.0472249,1.4378921,-1.1248598
674,0.5312532,1.3651278,-1.1249249
675,0.031905286,1.2671709,-1.1246496
676,-0.4399893,1.1305561,-1.1244607
677,-0.8662221,0.9318625,-1.1245457
678,-1.2113065,0.64025074,-1.1243771
679,-1.4166797,0.2362927,-1.1242566
680,-1.4210718,-0.22804417,-1.1244326
681,-1.2244236,-0.6343379,-1.1242192
682,-0.8867745,-0.9296686,-1.1242888
683,-0.4666258,-1.1311487,-1.1242329
684,0.0014149334,-1.2702184,-1.1244023
685,0.49769956,-1.3696331,-1.1244627
686,1.010662,-1.4434632,-1.1245778
687,1.5348802,-1.5000013,-1.1250033
688,1.4335412,1.6306396,-1.2357242
689,0.88817275,1.5923257,-1.2355335
690,0.34663114,1.5410918,-1.2351108
691,-0.18648452,1.469377,-1.2355533
692,-0.70514596,1.3633709,-1.2355064
693,-1.1969008,1.1931789,-1.2355542
694,-1.6289179,0.8962849,-1.2349817
695,-1.9182982,0.3646329,-1.23527
696,-1.9243168,-0.34766605,-1.2353203
697,-1.6458308,-0.88769084,-1.2347761
698,-1.2205347,-1.1917685,-1.235127
699,-0.7338402,-1.3659487,-1.2351295
700,-0.21815944,-1.4742764,-1.2353196
701,0.31199667,-1.5471194,-1.2353073
702,0.84975725,-1.5993246,-1.2352704
703,1.3945315,-1.6382579,-1.2353929
704,1.3637397,1.7464504,-1.5658607
705,0.8075297,1.7248377,-1.5662503
706,0.25233495,1.6953517,-1.5656674
707,-0.29957375,1.6529849,-1.565797
708,-0.84688693,1.5882295,-1.5660748
709,-1.3843058,1.4768709,-1.5657793
710,-1.8942565,1.2454482,-1.5661123
711,-2.3032286,0.626721,-1.5665153
712,-2.3140235,-0.5981159,-1.5657716
713,-1.915641,-1.2406065,-1.5652092
714,-1.4102616,-1.4788281,-1.5661038
715,-0.87666035,-1.5939866,-1.565745
716,-0.3327294,-1.6603686,-1.5655289
717,0.2166196,-1.7033756,-1.5657424
718,0.7694448,-1.7333096,-1.5658531
719,1.3237761,-1.7553729,-1.565121
720,1.366944,1.7385987,1.5149649
721,0.81153184,1.7156532,1.5135499
722,0.2578908,1.6845291,1.5133932
723,-0.29393744,1.6399382,1.5136261
724,-0.8391291,1.5718818,1.5125453
725,-1.3736551,1.4543973,1.5128571
726,-1.8791074,1.2150749,1.5125498
727,-2.277109,0.59653246,1.5112963
728,-2.2868943,-0.56973195,1.5119405
729,-1.899731,-1.2090406,1.5122391
730,-1.4000487,-1.4569519,1.5125664
731,-0.86963814,-1.5771757,1.5132161
732,-0.32651776,-1.6468337,1.5135914
733,0.22173522,-1.6922493,1.5139049
734,0.77363086,-1.7240269,1.5139568
735,1.3272564,-1.7475235,1.5138267
736,1.4434509,1.6184449,1.2207072
737,0.8990889,1.5783551,1.2200941
738,0.35946137,1.5249022,1.2200652
739,-0.17013143,1.4503294,1.2198018
740,-0.6847884,1.34035,1.220102
741,-1.1710163,1.1655898,1.2193824
742,-1.5938294,0.86565787,1.2195282
743,-1.8731846,0.34738907,1.2188581
744,-1.8795217,-0.33236346,1.2188876
745,-1.609891,-0.8582525,1.2192444
746,-1.1947578,-1.1643742,1.219706
747,-0.71374995,-1.3426291,1.2195678
748,-0.20246832,-1.4550576,1.2201048
749,0.32563525,-1.5309104,1.2200841
750,0.86143756,-1.5854461,1.2198822
751,1.4041286,-1.6260059,1.2203087
752,1.5886847,1.4817586,1.1186126
753,1.0643176,1.4247271,1.1186894
754,0.55185807,1.3504791,1.1184671
755,0.055448204,1.2502288,1.1183915
756,-0.4118028,1.1116569,1.1180743
757,-0.831743,0.9122932,1.1182731
758,-1.1698698,0.6228863,1.1180668
759,-1.3679358,0.22818196,1.1178849
760,-1.3725563,-0.22078523,1.1177369
761,-1.1824014,-0.6173562,1.1181027
762,-0.8518126,-0.90943027,1.1179272
763,-0.43838403,-1.1119726,1.1181756
764,0.025259975,-1.2530863,1.1180853
765,0.5175264,-1.3548356,1.1182984
766,1.0279142,-1.4302,1.1186274
767,1.549839,-1.488078,1.1187879
768,1.2979279,1.2800564,1.069959
769,0.8176456,1.1914185,1.0703344
770,0.36275876,1.0770224,1.0700729
771,-0.053459845,0.9272257,1.0699112
772,-0.4122616,0.7300105,1.0698493
773,-0.6842023,0.47555608,1.0695758
774,-0.8358673,0.1673074,1.0695125
775,-0.83894795,-0.16367583,1.0696845
776,-0.6948983,-0.4724721,1.0695901
777,-0.42924803,-0.7280487,1.0698392
778,-0.076823145,-0.9268291,1.0697166
779,0.33416006,-1.0785632,1.0696534
780,0.7854809,-1.1943265,1.0698678
781,1.2632408,-1.2845049,1.0699724
782,1.5892578,1.1506901,1.0419222
783,1.1438328,1.053745,1.0419847
784,0.73035026,0.93394315,1.0420679
785,0.36087653,0.78485143,1.0419484
786,0.05414335,0.6014933,1.0418023
787,-0.171892,0.3814458,1.0418009
788,-0.29223505,0.13141121,1.0417761
789,-0.29473397,-0.13042912,1.0416561
790,-0.17947002,-0.3798149,1.0415956
791,0.038715698,-0.6003954,1.0417923
792,0.34061292,-0.78470975,1.0418633
793,0.7047975,-0.935054,1.0420245
794,1.113757,-1.0564167,1.042
795,1.5557538,-1.1543413,1.0419863
796,1.5166222,0.93752086,1.0238531
797,1.142118,0.8180052,1.0237919
798,0.8143726,0.6753317,1.0237174
799,0.5476447,0.50805557,1.0236126
800,0.35741568,0.31670898,1.0235981
801,0.2562843,0.107481994,1.0235573
802,0.25401193,-0.10801697,1.0235447
803,0.34993544,-0.31685233,1.023579
804,0.53406686,-0.50791276,1.0236202
805,0.7959099,-0.6758247,1.0236719
806,1.1187011,-0.8190092,1.0236633
807,1.4897561,-0.9397907,1.0237765
808,1.5853717,0.7236637,1.011001
809,1.2928381,0.58988327,1.0109173
810,1.0588524,0.4381791,1.0108867
811,0.89385164,0.27021414,1.0109652
812,0.80759543,0.090828955,1.0109838
813,0.8059363,-0.092555285,1.0108453
814,0.8874707,-0.2713345,1.010988
815,1.0469431,-0.43913445,1.010972
816,1.2764293,-0.59100723,1.0110086
817,1.5642632,-0.725265,1.0110127
818,1.5808681,0.3843851,1.0015997
819,1.4362344,0.23542912,1.0014647
820,1.360688,0.07830875,1.0015523
821,1.3591005,-0.081052914,1.0014756
822,1.4300002,-0.23719287,1.0015093
823,1.5706017,-0.3860975,1.0016001
824,1.7364348,0.5283386,-0.97741723
825,1.5260131,0.38933566,-0.9769758
826,1.3786461,0.23848778,-0.9769296
827,1.3017526,0.079412945,-0.97683436
828,1.3004315,-0.08231348,-0.9767504
829,1.3728346,-0.24062407,-0.9768047
830,1.5157735,-0.39123687,-0.9768162
831,1.7218788,-0.5302998,-0.97689134
832,1.5351421,0.73286575,-0.9826889
833,1.2384591,0.59802574,-0.982556
834,1.0013338,0.4448458,-0.98264223
835,0.8331116,0.27461585,-0.9825399
836,0.74548995,0.092248864,-0.98250556
837,0.74358404,-0.09423804,-0.9824589
838,0.8272138,-0.2760712,-0.982496
839,0.9897654,-0.44571945,-0.9824799
840,1.2232498,-0.59931105,-0.98261535
841,1.5148664,-0.7348118,-0.9826846
842,1.4704576,0.94976616,-0.9905179
843,1.0909657,0.8300665,-0.99056286
844,0.7594155,0.68663543,-0.9905534
845,0.4877691,0.51732767,-0.99045646
846,0.29310775,0.32314593,-0.9904017
847,0.18988942,0.10980719,-0.9903042
848,0.18759882,-0.11059566,-0.9902716
849,0.28648427,-0.32320994,-0.9904541
850,0.47493568,-0.517691,-0.99044216
851,0.741417,-0.6874682,-0.9903275
852,1.0688308,-0.8318682,-0.9904626
853,1.4441966,-0.9524477,-0.9904698
854,1.5485849,1.1660433,-1.0018456
855,1.0988926,1.0701723,-1.0018727
856,0.6800586,0.9505628,-1.0018498
857,0.305325,0.8008722,-1.0018418
858,-0.0086240005,0.615421,-1.001796
859,-0.2394592,0.39122403,-1.0017548
860,-0.3644388,0.13504888,-1.001618
861,-0.3670225,-0.1337356,-1.001548
862,-0.24833074,-0.38997754,-1.0016153
863,-0.023508236,-0.6147018,-1.0015538
864,0.28467005,-0.80129075,-1.0015851
865,0.65478784,-0.95207363,-1.0017117
866,1.0695531,-1.0731158,-1.0017787
867,1.5163997,-1.169945,-1.0018524
868,1.7632365,1.3683871,-1.0197762
869,1.2610011,1.2999176,-1.0198567
870,0.7748107,1.212805,-1.0195829
871,0.313764,1.0999548,-1.0195409
872,-0.11011979,0.95110285,-1.0195181
873,-0.4774098,0.7525893,-1.0193815
874,-0.75839907,0.49297512,-1.0195224
875,-0.91578525,0.17428777,-1.0194604
876,-0.9186224,-0.17049314,-1.0192679
877,-0.7681546,-0.48968726,-1.0193548
878,-0.49419978,-0.75066334,-1.0193149
879,-0.13330027,-0.951235,-1.0193398
880,0.28550968,-1.1021771,-1.019326
881,0.74288833,-1.2165146,-1.0192882
882,1.2260059,-1.3044342,-1.019824
883,1.7257439,-1.3739395,-1.0196668
884,1.5591403,1.5048548,-1.0518204
885,1.0309232,1.4505454,-1.0515544
886,0.5124068,1.3793075,-1.0514532
887,0.0101788035,1.2833012,-1.0516579
888,-0.4668204,1.1477787,-1.0514978
889,-0.8982657,0.9508208,-1.0511866
890,-1.2494922,0.65667045,-1.0512147
891,-1.4597589,0.2433822,-1.0509894
892,-1.4640524,-0.23529732,-1.0510968
893,-1.2621158,-0.6509873,-1.0510933
894,-0.9182635,-0.94855094,-1.0510156
895,-0.49228603,-1.1490012,-1.0511775
896,-0.019889,-1.2863414,-1.0515405
897,0.479362,-1.3841383,-1.051628
898,0.99469084,-1.4563771,-1.0516891
899,1.5209956,-1.5114472,-1.051597
900,1.4191295,1.6499829,-1.1245983
901,0.8708939,1.6142673,-1.124909
902,0.32714593,1.5662936,-1.1249963
903,-0.2094113,1.4993078,-1.1242977
904,-0.7342005,1.3992237,-1.1242669
905,-1.2347605,1.2357395,-1.124638
906,-1.680233,0.94337195,-1.1246868
907,-1.9846059,0.39298913,-1.1245323
908,-1.9924088,-0.37556303,-1.1238503
909,-1.6968931,-0.935419,-1.1239328
910,-1.2583104,-1.2354176,-1.124002
911,-0.7631638,-1.4019318,-1.1243018
912,-0.24231407,-1.5047481,-1.1238137
913,0.29190958,-1.572995,-1.1244447
914,0.83378947,-1.6216363,-1.1244793
915,1.3796132,-1.6578335,-1.1245668
916,1.3484722,1.7873102,-1.4182055
917,0.79045045,1.7717662,-1.4170747
918,0.23294273,1.7501792,-1.4168946
919,-0.3239807,1.7197766,-1.4175313
920,-0.8781616,1.6722744,-1.4163882
921,-1.4257468,1.5888151,-1.4168025
922,-1.9596244,1.4070851,-1.4171786
923,-2.422497,0.8145941,-1.4163809
924,-2.4352975,-0.7807256,-1.4157989
925,-1.9821895,-1.4053963,-1.4158741
926,-1.4526055,-1.5933285,-1.4172207
927,-0.90841365,-1.6790411,-1.4160593
928,-0.35715854,-1.7280184,-1.4160676
929,0.19703335,-1.7590272,-1.4155611
930,0.7525704,-1.7805622,-1.4162455
931,1.3095347,-1.796583,-1.4161602
932,1.351799,1.7765037,1.359996
933,0.7941287,1.7590818,1.3595921
934,0.23704872,1.7354025,1.359753
935,-0.31820524,1.7012744,1.358919
936,-0.8704294,1.6487085,1.3588736
937,-1.4159968,1.5568016,1.3566298
938,-1.9431752,1.3592374,1.3576162
939,-2.3894804,0.7502935,1.3564378
940,-2.4015863,-0.7195292,1.3564558
941,-1.964634,-1.3560956,1.3566397
942,-1.4423923,-1.5613476,1.357414
943,-0.90031886,-1.6554569,1.3580167
944,-0.3510579,-1.7090414,1.3589885
945,0.20230559,-1.7435951,1.3589736
946,0.7569107,-1.767706,1.359932
947,1.3134326,-1.7854304,1.3597103
948,1.4287838,1.6365557,1.1141098
949,0.8821555,1.5991119,1.1140794
950,0.3405329,1.5486407,1.1143796
951,-0.193877,1.4780592,1.1136806
952,-0.71424127,1.37326,1.1131794
953,-1.207961,1.2053355,1.1131617
954,-1.6433649,0.9086857,1.1133993
955,-1.9365236,0.3713584,1.1132995
956,-1.943832,-0.3555872,1.1133474
957,-1.6605972,-0.9008596,1.1130859
958,-1.2311224,-1.2042059,1.1131201
959,-0.743139,-1.3762453,1.1137084
960,-0.22594097,-1.4831046,1.1135937
961,0.3060681,-1.5550492,1.1140251
962,0.84505934,-1.6062802,1.1138116
963,1.3897978,-1.6445096,1.1142147
964,1.5746754,1.4927378,1.0478771
965,1.0483012,1.4369652,1.0480821
966,0.53270495,1.3638223,1.0478109
967,0.033915088,1.2655944,1.0473665
968,-0.43720537,1.1283231,1.0475286
969,-0.86208177,0.9297628,1.0473871
970,-1.2057575,0.63856816,1.0469424
971,-1.4097735,0.23499833,1.0471599
972,-1.4146527,-0.22679421,1.0471418
973,-1.2192012,-0.632284,1.0470041
974,-0.88267773,-0.92723745,1.0473402
975,-0.46350145,-1.1290815,1.0472822
976,0.004083824,-1.2684327,1.0473453
977,0.4997467,-1.3682617,1.0473359
978,1.0116609,-1.4423033,1.0475329
979,1.5363435,-1.4990213,1.0476549
980,1.7821465,1.3575195,1.0177768
981,1.2830055,1.2879425,1.0178579
982,0.8006812,1.2000592,1.0176803
983,0.34339,1.0860181,1.0175838
984,-0.07592162,0.936343,1.0173889
985,-0.43812042,0.73869485,1.017314
986,-0.71335816,0.48195395,1.0172759
987,-0.8668581,0.17003696,1.01732
988,-0.86984503,-0.16652733,1.0172904
989,-0.72316897,-0.47880977,1.0174081
990,-0.4550269,-0.7367257,1.0174578
991,-0.09912894,-0.93637127,1.0174097
992,0.31539485,-1.0877758,1.0174139
993,0.7683067,-1.2031853,1.0176108
994,1.248057,-1.2924435,1.0176864
995,1.7452852,-1.3631502,1.0176193
996,1.5750753,1.1561445,1.0005833
997,1.127956,1.0594544,1.000457
998,0.7131014,0.9397074,1.0005358
999,0.34195444,0.7903411,1.0006789
1000,0.032541085,0.6063102,1.0004058
1001,-0.1946816,0.38455474,1.0004597
1002,-0.3168588,0.13272515,1.0004249
1003,-0.31954995,-0.1313456,1.0003177
1004,-0.20338105,-0.38311923,1.0004656
1005,0.017554667,-0.6051633,1.0004003
1006,0.32085985,-0.79044175,1.000467
1007,0.6867796,-0.9408931,1.000515
1008,1.098617,-1.0622481,1.0006095
1009,1.5418254,-1.1598599,1.0005469
1010,1.5022368,0.9414089,0.98970205
1011,1.1264899,0.8216218,0.9896766
1012,0.7972205,0.6788067,0.9896561
1013,0.5300233,0.51077986,0.98959786
1014,0.33767265,0.31872854,0.98953056
1015,0.23588014,0.10830174,0.98943985
1016,0.23442593,-0.10897927,0.9895098
1017,0.3304134,-0.3185421,0.9894535
1018,0.5165706,-0.5108679,0.9894453
1019,0.7790628,-0.6791517,0.9896481
1020,1.1032209,-0.8229237,0.989713
1021,1.4754014,-0.9436021,0.9897318
1022,1.5719779,0.7264,0.9820922
1023,1.2780797,0.59222925,0.98212284
1024,1.0427345,0.44004962,0.98205894
1025,0.87686884,0.27150172,0.9820954
1026,0.79061705,0.091343164,0.981924
1027,0.7892996,-0.09278945,0.9819678
1028,0.8703839,-0.2726129,0.98200977
1029,1.0312399,-0.44090796,0.9821463
1030,1.2609062,-0.5933222,0.98201954
1031,1.5496757,-0.72780114,0.9820951
1032,1.7753983,0.52382106,0.976495
1033,1.5665685,0.38569227,0.97648823
1034,1.4211503,0.23606135,0.97642666
1035,1.345278,0.078804605,0.9764606
1036,1.3437706,-0.0812784,0.9763381
1037,1.4160761,-0.23811495,0.976461
1038,1.5561423,-0.38735065,0.97637403
1039,1.7601218,-0.52543217,0.97651595
1040,1.7294459,0.5290296,-0.9518399
1041,1.5186177,0.3900536,-0.95141596
1042,1.3711404,0.23886126,-0.9511437
1043,1.2948712,0.07957228,-0.9511281
1044,1.2928629,-0.08247456,-0.95100766
1045,1.3653378,-0.24113695,-0.9511141
1046,1.5083829,-0.39180678,-0.9511683
1047,1.7149901,-0.53111005,-0.95126384
1048,1.527972,0.7342766,-0.9530989
1049,1.2315838,0.59936196,-0.95303863
1050,0.9930722,0.44581655,-0.952976
1051,0.82505715,0.27535194,-0.95297694
1052,0.7371847,0.09261443,-0.95283693
1053,0.7351381,-0.094575964,-0.9527442
1054,0.8186765,-0.27663612,-0.95288396
1055,0.98205775,-0.44682842,-0.9530219
1056,1.2156311,-0.60075086,-0.9530028
1057,1.5075426,-0.7361206,-0.95303875
1058,1.4635676,0.9518549,-0.9555199
1059,1.0832784,0.8320186,-0.9554396
1060,0.7512647,0.6883123,-0.95544106
1061,0.47838438,0.51881427,-0.9553913
1062,0.28244635,0.32413924,-0.9554321
1063,0.17986225,0.109891415,-0.95522153
1064,0.17738034,-0.1108367,-0.95524436
1065,0.27586788,-0.3242755,-0.9553117
1066,0.46552378,-0.5190716,-0.9553238
1067,0.732585,-0.68922776,-0.95531416
1068,1.0610183,-0.83376575,-0.95541054
1069,1.4368007,-0.95458263,-0.9555203
1070,1.5418805,1.1690073,-0.95918554
1071,1.0914671,1.0731174,-0.9591165
1072,0.6713243,0.9534481,-0.9589901
1073,0.29502207,0.8039251,-0.95895237
1074,-0.019473288,0.6181737,-0.9589618
1075,-0.25165954,0.39312783,-0.9589749
1076,-0.3765173,0.13582864,-0.95877177
1077,-0.37905896,-0.134664,-0.9586351
1078,-0.25940698,-0.3918466,-0.95878446
1079,-0.03408926,-0.6174866,-0.95872724
1080,0.27485618,-0.8042008,-0.9589518
1081,0.6462874,-0.95528567,-0.95897657
1082,1.0621182,-1.0759478,-0.9589553
1083,1.509616,-1.1728789,-0.9590206
1084,1.7553626,1.3719555,-0.9647968
1085,1.2529652,1.3041323,-0.9647755
1086,0.7659709,1.2173065,-0.9647639
1087,0.30461055,1.1048906,-0.96455634
1088,-0.12094279,0.9559244,-0.9644693
1089,-0.49009657,0.75732327,-0.96447533
1090,-0.772648,0.49669448,-0.9643059
1091,-0.9311369,0.17575055,-0.9642788
1092,-0.93440133,-0.17195003,-0.96423596
1093,-0.78262013,-0.4931052,-0.964716
1094,-0.50698495,-0.75578696,-0.96435803
1095,-0.14390184,-0.9561181,-0.96451396
1096,0.2766858,-1.1066426,-0.9645949
1097,0.73466134,-1.2209892,-0.9645605
1098,1.2177851,-1.3085643,-0.9646154
1099,1.7189841,-1.3775725,-0.9646065
1100,1.5525885,1.5106416,-0.97483546
1101,1.0229942,1.4570934,-0.97506255
1102,0.5033827,1.3866638,-0.9746585
1103,-0.00025410476,1.2916148,-0.9746107
1104,-0.47928697,1.1574401,-0.97436553
1105,-0.9132548,0.96043193,-0.9741419
1106,-1.2685844,0.66551906,-0.974124
1107,-1.4818825,0.2470463,-0.9739255
1108,-1.4850091,-0.23819798,-0.9743224
1109,-1.2814081,-0.66001743,-0.97401905
1110,-0.9337565,-0.95807,-0.9742015
1111,-0.504863,-1.1579537,-0.9744203
1112,-0.030813422,-1.294727,-0.97433686
1113,0.4702007,-1.3914667,-0.9740606
1114,0.98648864,-1.4628644,-0.97461396
1115,1.5142266,-1.5172569,-0.9748619
1116,1.4111648,1.6600512,-0.9990057
1117,0.86248565,1.626073,-0.99900496
1118,0.3171612,1.579979,-0.99837226
1119,-0.22200377,1.5152378,-0.9984432
1120,-0.74885625,1.418259,-0.99830484
1121,-1.2535719,1.2591859,-0.9978257
1122,-1.7052104,0.9702618,-0.9979216
1123,-2.0198069,0.40910608,-0.99786645
1124,-2.027158,-0.3907776,-0.9970865
1125,-1.723508,-0.9622633,-0.9978791
1126,-1.277812,-1.2592021,-0.99734414
1127,-0.77671385,-1.4214782,-0.99764895
1128,-0.25342575,-1.5205133,-0.9977149
1129,0.28236967,-1.5865135,-0.9981783
1130,0.8256407,-1.6333748,-0.99864167
1131,1.3727205,-1.6683234,-0.9985361
1132,1.3412774,1.8151535,-1.1235982
1133,0.7818045,1.8037103,-1.123058
1134,0.22251844,1.787887,-1.1244736
1135,-0.3360081,1.7653491,-1.122047
1136,-0.8931634,1.7302439,-1.1215291
1137,-1.4474713,1.668128,-1.122574
1138,-1.9934983,1.5293527,-1.122346
1139,-2.4926999,1.0010386,-1.1203957
1140,-2.5080602,-0.9679333,-1.1213416
1141,-2.0159538,-1.5295457,-1.1201236
1142,-1.4746574,-1.6743145,-1.1205055
1143,-0.9227742,-1.7384295,-1.1208895
1144,-0.36931863,-1.7737489,-1.1210188
1145,0.18764813,-1.7967552,-1.1227168
1146,0.7445365,-1.8128692,-1.1221533
1147,1.3022052,-1.8245566,-1.1219862
1148,1.3444264,1.8006406,1.0924009
1149,0.7859749,1.7867423,1.0926857
1150,0.22806104,1.7679228,1.0920174
1151,-0.33043006,1.7407359,1.0909435
1152,-0.8858938,1.698627,1.0901357
1153,-1.436867,1.6242558,1.0900995
1154,-1.9762756,1.459843,1.0886132
1155,-2.4550536,0.8881487,1.0891484
1156,-2.4685776,-0.85545087,1.088841
1157,-1.9982915,-1.4598943,1.0899605
1158,-1.4629798,-1.6297015,1.0896692
1159,-0.91538256,-1.7061126,1.090581
1160,-0.36323032,-1.7492132,1.0898585
1161,0.1921555,-1.7765219,1.09106
1162,0.7486897,-1.7958157,1.0914605
1163,1.3061758,-1.8098694,1.0908968
1164,1.421572,1.646035,0.9950272
1165,0.87415534,1.6098143,0.99489164
1166,0.33079293,1.5610224,0.9947887
1167,-0.20464478,1.4928793,0.9944737
1168,-0.7276784,1.3907872,0.9943147
1169,-1.2261423,1.2261057,0.9945075
1170,-1.6680796,0.931226,0.9935632
1171,-1.9688427,0.38515514,0.9936883
1172,-1.9754294,-0.36803547,0.9935394
1173,-1.6852477,-0.923949,0.9934816
1174,-1.2496972,-1.2254472,0.9937973
1175,-0.75609034,-1.3939979,0.99382544
1176,-0.23689696,-1.497908,0.9940807
1177,0.29637763,-1.5675039,0.99455386
1178,0.8369759,-1.6169436,0.99445677
1179,1.382508,-1.6540499,0.99514616
1180,1.5677762,1.4981772,0.973142
1181,1.0408591,1.442856,0.97348154
1182,0.5235336,1.3706741,0.9733483
1183,0.023500921,1.2731862,0.97298425
1184,-0.4497523,1.1367993,0.97308755
1185,-0.8779143,0.93854725,0.97313195
1186,-1.2249502,0.6457459,0.97274226
1187,-1.4310555,0.23817275,0.9728161
1188,-1.4347451,-0.23023213,0.9728027
1189,-1.2382798,-0.6405071,0.9729841
1190,-0.8981971,-0.9357349,0.9730765
1191,-0.47547185,-1.1372964,0.9729579
1192,-0.006179226,-1.2761544,0.9732455
1193,0.4901033,-1.3751596,0.9731199
1194,1.0040247,-1.4485425,0.97339654
1195,1.529131,-1.5045215,0.97375053
1196,1.7764184,1.3610711,0.96416515
1197,1.2755808,1.2920085,0.96401024
1198,0.7921168,1.2040275,0.96392727
1199,0.33336926,1.0903306,0.9638401
1200,-0.0865567,0.9407828,0.9638199
1201,-0.44999865,0.7431261,0.9639084
1202,-0.727088,0.4855788,0.96364105
1203,-0.88137054,0.17124891,0.96348906
1204,-0.8847486,-0.16754416,0.9634699
1205,-0.73679906,-0.4822614,0.96340245
1206,-0.46711472,-0.74121463,0.96369636
1207,-0.10979513,-0.9409359,0.9637081
1208,0.30595008,-1.0922607,0.96358365
1209,0.76035726,-1.2073154,0.96378654
1210,1.240514,-1.296455,0.9639862
1211,1.7386826,-1.3665761,0.9640398
1212,1.5686365,1.1588699,0.9587141
1213,1.1206708,1.0622585,0.95866853
1214,0.70471513,0.9424644,0.9585501
1215,0.33262226,0.79297066,0.9584148
1216,0.022581028,0.60853773,0.9585948
1217,-0.20560849,0.3864527,0.95853865
1218,-0.32860586,0.13316046,0.9584224
1219,-0.3316336,-0.13179438,0.958417
1220,-0.21479502,-0.38479057,0.9584428
1221,0.007046053,-0.60762817,0.95833594
1222,0.31124505,-0.7931917,0.9584463
1223,0.67829645,-0.9437812,0.9585951
1224,1.0907643,-1.0649264,0.95847803
1225,1.5353373,-1.1624274,0.9587255
1226,1.4957284,0.94341844,0.95514894
1227,1.1186568,0.82334566,0.9551315
1228,0.789096,0.6806292,0.9552616
1229,0.5206482,0.512513,0.95520526
1230,0.3281587,0.31968388,0.95504045
1231,0.22612113,0.10885087,0.95499456
1232,0.22417767,-0.10895225,0.95496523
1233,0.32081527,-0.31970847,0.9549528
1234,0.5072226,-0.51225305,0.95506364
1235,0.7703437,-0.6809785,0.95523447
1236,1.0952903,-0.8250111,0.9552365
1237,1.4679587,-0.9457458,0.9551557
1238,1.5640943,0.7276374,0.9527767
1239,1.2707651,0.5933759,0.95283616
1240,1.0347505,0.44102362,0.9526755
1241,0.8686659,0.27207106,0.95269275
1242,0.78249186,0.09148655,0.95271313
1243,0.7800274,-0.093081474,0.952767
1244,0.86284065,-0.2733579,0.95262724
1245,1.0233463,-0.44180486,0.9527095
1246,1.253576,-0.5945376,0.9526827
1247,1.543261,-0.7291931,0.9526877
1248,1.7693212,0.524418,0.9509387
1249,1.5595803,0.3862479,0.9510105
1250,1.4141712,0.23645803,0.9509595
1251,1.3390455,0.07879691,0.9509631
1252,1.3374201,-0.081413895,0.9509976
1253,1.4086845,-0.2386123,0.950939
1254,1.5504307,-0.38778976,0.95095205
1255,1.7538463,-0.52622396,0.9510056
1256,1.7296826,0.5290614,-0.9264815
1257,1.5183797,0.38998374,-0.9263684
1258,1.3712991,0.2387709,-0.9263281
1259,1.2943029,0.07959385,-0.9262045
1260,1.2922623,-0.08230164,-0.9262238
1261,1.3655169,-0.24113692,-0.92616564
1262,1.5087551,-0.3918958,-0.9263442
1263,1.7151822,-0.53100467,-0.92632973
1264,1.5279703,0.7342412,-0.9244064
1265,1.2315512,0.59939134,-0.9242853
1266,0.99301124,0.44572932,-0.92424256
1267,0.82522446,0.2753033,-0.92415464
1268,0.7370871,0.092499204,-0.924194
1269,0.73499244,-0.09450904,-0.92420506
1270,0.81905663,-0.27640685,-0.9241791
1271,0.9818086,-0.44692874,-0.92421854
1272,1.215064,-0.60067546,-0.9242084
1273,1.5071994,-0.735985,-0.9242443
1274,1.4641165,0.9519791,-0.92155397
1275,1.0829408,0.83196455,-0.92161995
1276,0.7505934,0.68849766,-0.9214901
1277,0.47841203,0.5191857,-0.9213065
1278,0.2829977,0.32406676,-0.92149246
1279,0.1794727,0.110297084,-0.9212547
1280,0.17773141,-0.110741094,-0.92118853
1281,0.27611545,-0.3242499,-0.9214248
1282,0.466294,-0.5191412,-0.92133176
1283,0.73259276,-0.6890867,-0.92132574
1284,1.0607892,-0.83351576,-0.921465
1285,1.4369423,-0.95459896,-0.921374
1286,1.5420122,1.1689378,-0.91757894
1287,1.0911331,1.0730727,-0.91761076
1288,0.6711893,0.9534947,-0.9176684
1289,0.29489374,0.80423665,-0.91742337
1290,-0.01951635,0.61799645,-0.91739494
1291,-0.25151104,0.39300233,-0.9172037
1292,-0.376796,0.13553776,-0.9172685
1293,-0.37921247,-0.13453478,-0.91705847
1294,-0.25985897,-0.39172798,-0.91725427
1295,-0.034050256,-0.61741024,-0.9172232
1296,0.2751713,-0.8042959,-0.9174211
1297,0.6461056,-0.95510876,-0.91739
1298,1.0616598,-1.0759156,-0.9175513
1299,1.5094155,-1.1729589,-0.9175355
